100 4950
75 89 18
75 90 68
75 91 49
75 92 7
75 93 98
75 94 12
75 95 31
75 96 69
75 97 32
75 98 67
75 99 65
76 77 52
76 78 91
76 79 18
76 80 64
76 81 63
76 82 84
76 83 99
76 84 97
76 85 19
76 86 39
76 87 40
76 88 70
76 89 68
76 90 9
76 91 94
76 92 15
76 93 68
76 94 62
76 95 43
76 96 100
76 97 41
76 98 27
76 99 29
77 78 29
77 79 53
77 80 44
77 81 35
77 82 64
77 83 22
77 84 87
77 85 25
77 86 83
77 87 10
77 88 75
77 89 90
77 90 45
77 91 33
77 92 62
77 93 88
77 94 89
77 95 28
77 96 54
77 97 68
77 98 63
77 99 94
78 79 10
78 80 10
78 81 80
78 82 48
78 83 50
78 84 73
78 85 64
78 86 95
78 87 11
78 88 55
78 89 26
78 90 8
78 91 9
78 92 32
78 93 46
78 94 10
78 95 73
78 96 80
78 97 23
78 98 3
78 99 36
79 80 3
79 81 49
79 82 42
79 83 93
79 84 8
79 85 27
79 86 15
79 87 4
79 88 87
79 89 38
79 90 39
79 91 95
79 92 73
79 93 87
79 94 20
79 95 16
79 96 34
79 97 59
79 98 85
79 99 40
80 81 3
80 82 85
80 83 75
80 84 57
80 85 79
80 86 33
80 87 23
80 88 65
80 89 34
80 90 9
80 91 48
80 92 8
80 93 63
80 94 67
80 95 65
80 96 99
80 97 8
80 98 42
80 99 13
81 82 55
81 83 25
81 84 9
81 85 66
81 86 61
81 87 97
81 88 9
81 89 48
81 90 27
81 91 4
81 92 19
81 93 31
81 94 45
81 95 79
81 96 80
81 97 66
81 98 10
81 99 77
82 83 73
82 84 49
82 85 55
82 86 95
82 87 15
82 88 89
82 89 44
82 90 96
82 91 7
82 92 41
82 93 8
82 94 5
82 95 95
82 96 1
82 97 32
82 98 63
82 99 19
83 84 16
83 85 96
83 86 59
83 87 14
83 88 94
83 89 82
83 90 27
83 91 47
83 92 68
83 93 75
83 94 96
83 95 93
83 96 16
83 97 90
83 98 15
83 99 45
84 85 35
84 86 21
84 87 89
84 88 70
84 89 55
84 90 49
84 91 58
84 92 72
84 93 96
84 94 69
84 95 1
84 96 34
84 97 89
84 98 63
84 99 18
85 86 21
85 87 34
85 88 97
85 89 53
85 90 41
85 91 92
85 92 97
85 93 65
85 94 88
85 95 78
85 96 72
85 97 30
85 98 61
85 99 64
86 87 4
86 88 92
86 89 2
86 90 38
86 91 9
86 92 81
86 93 18
86 94 92
86 95 93
86 96 59
86 97 12
86 98 80
86 99 24
87 88 50
87 89 88
87 90 95
87 91 35
87 92 31
87 93 43
87 94 91
87 95 16
87 96 93
87 97 45
87 98 53
87 99 89
88 89 66
88 90 13
88 91 68
88 92 15
88 93 88
88 94 57
88 95 42
88 96 72
88 97 58
88 98 9
88 99 85
89 90 54
89 91 30
89 92 88
89 93 16
89 94 2
89 95 65
89 96 75
89 97 4
89 98 40
89 99 4
90 91 48
90 92 99
90 93 76
90 94 59
90 95 41
90 96 7
90 97 82
90 98 45
90 99 81
91 92 86
91 93 60
91 94 94
91 95 16
91 96 55
91 97 12
91 98 23
91 99 24
92 93 31
92 94 26
92 95 96
92 96 59
92 97 32
92 98 77
92 99 85
93 94 4
93 95 34
93 96 65
93 97 83
93 98 16
93 99 44
94 95 30
94 96 72
94 97 18
94 98 86
94 99 95
95 96 69
95 97 67
95 98 30
95 99 60
96 97 18
96 98 83
96 99 18
97 98 5
97 99 42
98 99 41
